Idade,Vínculo,Sexo,Ano_ingresso,Curso_grad,Programa_pós,Nível,Departamento,Setor,Origem_vist,Frequencia,Campus_agradavel,Impacto,Participação,Particip_fora,Interesse,Conhecimento,Compromisso,Transformador,Segurança,Alt_seg_noite,Distância,Modal_atecampus,S_Ilum,S_ag,S_equ,S_vias,S_cal,S_acess,S_sinal,S_ciclovias,Aplicativo,C_Acol,C_pert,C_Sau,C_atendaluno,C_PAPFE,C_moradia,C_cre,C_gen,C_etn,C_aces,C_Rucas,C_alim,C_conv,C_esp,C_estudo,C_int,C_infacd,C_orgtrans,C_qveic,C_visit,C_funcio,C_santi,C_mobl,C_aPSaude,Interesse_ativ
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2021.0,0,Economia Aplicada,Doutorado,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,"Sim, no meu bairro/comunidade",Muito,Muito,Muito,Muito,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",1.0,A pé,Ruim,Regular,Ruim,Regular,Regular,Regular,Regular,Regular,Conheço,Regular,Ruim,Ruim,Ruim,Regular,Regular,Regular,Ruim,Ruim,Regular,Regular,Ruim,Ruim,Regular,Ruim,Regular,Regular,Ruim,Ruim,Regular,0,Ruim,Ruim,Ruim,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2023.0,0,Recursos Florestais,Mestrado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Em partes,Conheço e já participei,Não,Moderadamente,Moderadamente,Pouco,Pouco,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",3.0,A pé,Ruim,Ruim,Não sei opinar,Ótimo,Ótimo,Não sei opinar,Ótimo,Péssimo,"Conheço, mas nunca utilizei",Regular,Ruim,Péssimo,Ruim,Regular,Não sei opinar,Não sei opinar,Ruim,Ruim,Não sei opinar,Regular,Bom,Regular,Bom,Bom,Bom,Regular,Bom,Bom,Não sei opinar,0,Péssimo,Péssimo,Ruim,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2023.0,0,Engenharia de Sistemas Agrícolas,Doutorado,0,0,0,De uma à três vezes na semana,Sim,Não,Conheço e já participei,"Sim, no meu bairro/comunidade",Extremamente,Muito,Extremamente,Extremamente,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Bicicleta,Ruim,Regular,Ruim,Péssimo,Péssimo,Péssimo,Regular,Ruim,Conheço,Ruim,Ruim,Ruim,Ruim,Não sei opinar,Não sei opinar,Não sei opinar,Péssimo,Ruim,Péssimo,Regular,Péssimo,Péssimo,Ruim,Ruim,Regular,Regular,Regular,Regular,Péssimo,0,Regular,Ruim,Regular,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Prefiro não responder,2023.0,0,Entomologia,Doutorado,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,"Sim, no meu bairro/comunidade",Moderadamente,Muito,Muito,Pouco,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",12.0,Carro,Regular,Regular,Regular,Ótimo,Bom,Bom,Bom,Bom,"Conheço, mas nunca utilizei",Bom,Regular,Péssimo,Ruim,Não sei opinar,Não sei opinar,Regular,Bom,Bom,Bom,Regular,Ruim,Regular,Ruim,Ótimo,Ótimo,Ótimo,Ótimo,Ótimo,Ótimo,0,Ótimo,Ótimo,Ótimo,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2023.0,0,Recursos Florestais,Mestrado,0,0,0,Diariamente (de segunda a domingo),Sim,Não,"Conheço, mas não participei","Sim, em outros lugares",Muito Pouco,Muito Pouco,Muito Pouco,Muito Pouco,Seguro(a),"Não, continuo me sentindo seguro(a)",4.0,A pé,Bom,Bom,Ótimo,Ótimo,Bom,Regular,Ótimo,Ótimo,Não conheço,Bom,Ruim,Bom,Regular,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Ruim,Bom,Bom,Bom,Bom,Não sei opinar,Ótimo,Bom,Não sei opinar,Não sei opinar,Bom,Não sei opinar,0,Bom,Não sei opinar,Ruim,Pouco
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2023.0,0,Entomologia,Doutorado,0,0,0,Diariamente (de segunda a domingo),Sim,Em partes,Não conheço,Não,Pouco,Moderadamente,Moderadamente,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Patinete,Ruim,Ótimo,Bom,Péssimo,Péssimo,Péssimo,Bom,Péssimo,Não conheço,Péssimo,Péssimo,Péssimo,Péssimo,Bom,Ótimo,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Bom,Péssimo,Bom,Bom,Péssimo,Ótimo,Ótimo,Ótimo,Bom,Ótimo,0,Ótimo,Ótimo,Péssimo,Pouco
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2020.0,0,Entomologia,Doutorado,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Muito,Moderadamente,Muito,Muito,Seguro(a),"Não, continuo me sentindo seguro(a)",5.0,Bicicleta,Ótimo,Ótimo,Bom,Bom,Bom,Bom,Bom,Péssimo,Conheço,Ótimo,Ótimo,Bom,Bom,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Ótimo,Bom,Regular,Regular,Bom,Bom,Ótimo,Bom,Péssimo,Regular,0,Ruim,Regular,Ruim,Bastante
De 18 a 25 anos,Estudante de Pós Graduação,Feminino,2024.0,0,Entomologia,Mestrado,0,0,0,Diariamente (de segunda a domingo),Sim,Não,"Conheço, mas não participei","Sim, em outros lugares",Muito,Pouco,Pouco,Moderadamente,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Carro,Ruim,Regular,Ruim,Ruim,Regular,Ruim,Ruim,Ruim,"Conheço, mas nunca utilizei",Bom,Bom,Regular,Ruim,Regular,Bom,Ótimo,Ruim,Regular,Ruim,Regular,Ruim,Regular,Bom,Bom,Regular,Bom,Regular,Regular,Regular,0,Péssimo,Péssimo,Regular,Não sei responder
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2021.0,0,Engenharia de Sistemas Agrícolas,Doutorado,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Moderadamente,Moderadamente,Moderadamente,Muito Pouco,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Carro,Ruim,Péssimo,Péssimo,Péssimo,Regular,Regular,Péssimo,Regular,"Conheço, mas nunca utilizei",Não sei opinar,Não sei opinar,Não sei opinar,Regular,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Bom,Regular,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Bom,Ótimo,Péssimo,Regular,Regular,0,Péssimo,Regular,Regular,Pouco
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2023.0,0,Ciências (CENA),Doutorado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Muito,Pouco,Pouco,Pouco,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",15.0,Ônibus,Bom,Bom,Bom,Bom,Regular,Regular,Regular,Regular,Não conheço,Não sei opinar,Ruim,Ruim,Ótimo,Ótimo,Não sei opinar,Péssimo,Ruim,Ruim,Ruim,Péssimo,Ruim,Ruim,Regular,Regular,Regular,Regular,Regular,Ótimo,Regular,0,Ruim,Ruim,Péssimo,Não sei responder
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2023.0,0,Fitotecnia,Mestrado,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,"Sim, no meu trabalho",Extremamente,Extremamente,Extremamente,Extremamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",1.0,Bicicleta,Regular,Regular,Não sei opinar,Ótimo,Ótimo,Bom,Bom,Péssimo,Não conheço,Bom,Regular,Ruim,Regular,Não sei opinar,Não sei opinar,Não sei opinar,Ruim,Ruim,Ruim,Ruim,Péssimo,Regular,Bom,Bom,Regular,Não sei opinar,Bom,Não sei opinar,Péssimo,0,Péssimo,Regular,Ruim,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2023.0,0,Administração,Mestrado,0,0,0,De uma à três vezes na semana,Sim,Não,Conheço e já participei,"Sim, em outros lugares",Muito,Moderadamente,Moderadamente,Moderadamente,Indiferente,"Sim, me sinto menos seguro(a) no Campus no período noturno",1.0,A pé,Péssimo,Ruim,Ruim,Ruim,Ruim,Ruim,Ruim,Ruim,Não conheço,Ruim,Ruim,Ruim,Ruim,Regular,Regular,Regular,Regular,Regular,Bom,Ótimo,Bom,Péssimo,Regular,Regular,Ruim,Ruim,Bom,Ruim,Péssimo,0,Regular,Ruim,Ruim,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2020.0,0,Microbiologia Agrícola,Doutorado,0,0,0,Diariamente (de segunda a domingo),Sim,Em partes,"Conheço, mas não participei","Sim, no meu trabalho",Moderadamente,Muito,Moderadamente,Pouco,Muito inseguro(a),"Não, continuo me sentindo seguro(a)",2.0,A pé,Regular,Bom,Não sei opinar,Bom,Regular,Ruim,Bom,Bom,Conheço,Bom,Ótimo,Não sei opinar,Não sei opinar,Ótimo,Ótimo,Ótimo,Não sei opinar,Não sei opinar,Regular,Regular,Regular,Bom,Bom,Regular,Bom,Ótimo,,Regular,Não sei opinar,0,Péssimo,Regular,Bom,Pouco
