Idade,Vínculo,Sexo,Ano_ingresso,Curso_grad,Programa_pós,Nível,Departamento,Setor,Origem_vist,Frequencia,Campus_agradavel,Impacto,Participação,Particip_fora,Interesse,Conhecimento,Compromisso,Transformador,Segurança,Alt_seg_noite,Distância,Modal_atecampus,S_Ilum,S_ag,S_equ,S_vias,S_cal,S_acess,S_sinal,S_ciclovias,Aplicativo,C_Acol,C_pert,C_Sau,C_atendaluno,C_PAPFE,C_moradia,C_cre,C_gen,C_etn,C_aces,C_Rucas,C_alim,C_conv,C_esp,C_estudo,C_int,C_infacd,C_orgtrans,C_qveic,C_visit,C_funcio,C_santi,C_mobl,C_aPSaude,Interesse_ativ
De 56 a 65 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,PUSP-LQ,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Muito,Muito,Muito,Muito,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",15.0,Carro,Regular,Ruim,Ruim,Regular,Regular,Regular,Regular,0,Conheço,Péssimo,Regular,Ruim,,0,0,Regular,Ruim,Ruim,Regular,0,Regular,Ruim,Bom,0,Ruim,Regular,Péssimo,Péssimo,Ruim,Regular,Péssimo,Péssimo,Regular,Bastante
De 56 a 65 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,ESALQ/LCF,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Muito,Muito,Muito,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Carro,Ruim,Péssimo,Péssimo,Regular,Regular,Regular,Péssimo,0,Não conheço,Regular,Regular,Péssimo,,0,0,Não sei opinar,Péssimo,Péssimo,Regular,0,Péssimo,Regular,Regular,0,Bom,Bom,Ruim,Regular,Bom,Ruim,Ruim,Regular,Ruim,Bastante
De 56 a 65 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,PUSP-LQ/SCOFMAN,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Moderadamente,Moderadamente,Moderadamente,Moderadamente,Seguro(a),,2.0,Bicicleta,Regular,Regular,Regular,Regular,Regular,Regular,Regular,0,"Conheço, mas nunca utilizei",Regular,Regular,Regular,,0,0,Regular,Regular,Regular,Regular,0,Regular,Regular,Bom,0,Bom,Regular,Regular,Regular,Regular,Regular,Ruim,Bom,Bom,Bastante
De 46 a 55 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,ESALQ,0,Diariamente (de segunda a domingo),Sim,Não,Não conheço,"Sim, em outros lugares",Moderadamente,Moderadamente,Moderadamente,Moderadamente,Seguro(a),"Não, continuo me sentindo seguro(a)",4.0,Bicicleta,Regular,Bom,Regular,Bom,Bom,Bom,Bom,0,Conheço,Bom,Bom,Bom,,0,0,Bom,Bom,Bom,Bom,0,Bom,Bom,Bom,0,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Pouco
De 56 a 65 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,PUSP-LQ/Guada Universitária,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei","Sim, no meu bairro/comunidade",Pouco,Moderadamente,Pouco,Muito Pouco,Seguro(a),"Não, continuo me sentindo seguro(a)",13.0,Moto,Regular,Ruim,Regular,Regular,Ruim,Ruim,Regular,0,"Conheço, mas nunca utilizei",Regular,Bom,Regular,,0,0,Bom,Regular,Regular,,0,Bom,Regular,Bom,0,Bom,,Bom,Ruim,Bom,Bom,Péssimo,Regular,Regular,Pouco
De 46 a 55 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,ESALQ,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Moderadamente,Moderadamente,Moderadamente,Moderadamente,Muito seguro(a),"Não, continuo me sentindo seguro(a)",35.0,Carro,Bom,Bom,Bom,Ótimo,Ótimo,Bom,Bom,0,"Conheço, mas nunca utilizei",Ótimo,Ótimo,Regular,,0,0,Bom,Bom,Bom,Bom,0,Ruim,Regular,Bom,0,Bom,Ótimo,Bom,Bom,Bom,Bom,Ruim,Bom,Bom,Pouco
De 56 a 65 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ/SVPG,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Não conheço,Não,Moderadamente,Moderadamente,Moderadamente,Muito Pouco,Seguro(a),Não frequento o Campus no período noturno,5.0,Carro,Bom,Bom,Bom,Bom,Bom,Bom,Bom,0,Não conheço,Bom,Bom,Regular,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Bom,0,Bom,Regular,Regular,0,Ótimo,Ótimo,Ótimo,Ótimo,Não sei opinar,Bom,Regular,Bom,Ótimo,Pouco
De 46 a 55 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,CeTI-LQ,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Muito Pouco,Moderadamente,Pouco,Pouco,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",8.0,Carro,Regular,Péssimo,Regular,Regular,Regular,,Péssimo,0,Conheço,Ótimo,Bom,Não sei opinar,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Bom,0,Não sei opinar,Não sei opinar,Não sei opinar,0,Ótimo,Não sei opinar,Ruim,Não sei opinar,Não sei opinar,Bom,Péssimo,Péssimo,Bom,Nenhum
De 56 a 65 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,ESALQ/ATAC,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, na instituição religiosa",Muito,Muito,Muito,Muito,Seguro(a),,6.0,Carro,Bom,Bom,Bom,Regular,Regular,Regular,Regular,0,Conheço,Ótimo,Ótimo,Ótimo,,0,0,Não sei opinar,Bom,Bom,Bom,0,Bom,Bom,Não sei opinar,0,Bom,Bom,Bom,Bom,Ótimo,Bom,Regular,Ótimo,Bom,Pouco
De 36 a 45 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Moderadamente,Moderadamente,Moderadamente,Muito Pouco,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",6.0,Moto,Péssimo,Ruim,Péssimo,Péssimo,Péssimo,Péssimo,Ruim,0,"Conheço, mas nunca utilizei",Ruim,Ruim,Péssimo,,0,0,Não sei opinar,Péssimo,Péssimo,Péssimo,0,Péssimo,Péssimo,Ruim,0,Regular,Não sei opinar,Péssimo,Péssimo,Péssimo,Ruim,Ruim,Ruim,Ruim,Não sei responder
De 56 a 65 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ/Biblioteca,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Não conheço,Não,,,,,Seguro(a),"Não, continuo me sentindo seguro(a)",5.0,Carro,Regular,Regular,Não sei opinar,Regular,Regular,Não sei opinar,Não sei opinar,0,"Conheço, mas nunca utilizei",Ótimo,Ótimo,Não sei opinar,,0,0,Regular,Não sei opinar,Não sei opinar,Não sei opinar,0,Não sei opinar,Não sei opinar,Não sei opinar,0,Ótimo,Bom,Não sei opinar,Não sei opinar,Não sei opinar,Ótimo,Não sei opinar,Não sei opinar,Bom,Nenhum
De 56 a 65 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,ESALQ/DVCOMUN,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Muito,Extremamente,Muito,Moderadamente,Seguro(a),"Não, continuo me sentindo seguro(a)",7.0,Carro,Bom,Bom,Bom,Regular,Ruim,Péssimo,Ruim,0,Conheço,Não sei opinar,Não sei opinar,Bom,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Regular,0,Bom,Bom,Bom,0,Bom,Ótimo,Regular,Bom,Ruim,Bom,Ruim,Bom,Bom,Nenhum
De 36 a 45 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,ESALQ/LCB,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Muito,Muito,Muito,Muito,Muito inseguro(a),"Não, continuo me sentindo seguro(a)",5.0,Carro,Regular,Bom,Bom,Regular,Ruim,Péssimo,Regular,0,Não conheço,Ruim,Regular,Ruim,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Ruim,0,Ruim,Ruim,Regular,0,Ótimo,Não sei opinar,Regular,Ruim,Bom,Bom,Ruim,Ruim,Ruim,Bastante
De 36 a 45 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,ESALQ,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei","Sim, em outros lugares",Muito,Moderadamente,Moderadamente,Moderadamente,Seguro(a),Não frequento o Campus no período noturno,65.0,Carro,Bom,Bom,Bom,Bom,Bom,Bom,Bom,0,"Conheço, mas nunca utilizei",Bom,Bom,Regular,,0,0,Regular,Bom,Bom,Bom,0,Bom,Bom,Bom,0,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Regular,Bastante
De 46 a 55 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ/Administrativo,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Pouco,Pouco,Muito Pouco,Muito Pouco,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",8.0,Carro,Regular,Regular,Não sei opinar,Bom,Ruim,Ruim,Regular,0,"Conheço, mas nunca utilizei",Ruim,Bom,Não sei opinar,,0,0,Bom,Não sei opinar,Não sei opinar,Ruim,0,Não sei opinar,Bom,Não sei opinar,0,Bom,Ótimo,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bastante
De 46 a 55 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,CENA/Laboratório,0,Apenas em dias úteis (de segunda a sexta),Sim,Em partes,Conheço e já participei,"Sim, em outros lugares",Muito,Moderadamente,Muito,Muito,Seguro(a),"Não, continuo me sentindo seguro(a)",15.0,Carro,Bom,Bom,Bom,Bom,Bom,Não sei opinar,Bom,0,"Conheço, mas nunca utilizei",Não sei opinar,Bom,Bom,,0,0,Não sei opinar,Bom,Bom,Bom,0,Bom,Bom,Ótimo,0,Ótimo,Ótimo,Bom,Não sei opinar,Bom,Ótimo,Não sei opinar,Não sei opinar,Bom,Pouco
De 46 a 55 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,"Sim, no meu bairro/comunidade",Muito,Muito,Muito,Muito,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",3.0,Carro,Regular,Regular,Regular,Regular,Ruim,Ruim,Ruim,0,Conheço,Ótimo,Bom,Ruim,,0,0,Bom,Regular,Bom,Regular,0,Regular,Regular,Bom,0,Bom,Ótimo,Regular,Bom,Bom,Bom,Péssimo,Regular,Regular,Bastante
De 26 a 35 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,ESALQ/ATFN,0,Apenas em dias úteis (de segunda a sexta),Sim,Em partes,"Conheço, mas não participei","Sim, em outros lugares",Muito,Muito,Muito,Moderadamente,Seguro(a),"Não, continuo me sentindo seguro(a)",4.0,Bicicleta,Regular,Regular,Regular,Regular,Regular,Ruim,Ruim,0,"Conheço, mas nunca utilizei",Bom,Bom,Ruim,,0,0,Não sei opinar,Não sei opinar,Ruim,Ruim,0,Ruim,Regular,Não sei opinar,0,Bom,Não sei opinar,Regular,Regular,Bom,Bom,Não sei opinar,Bom,Bom,Bastante
Mais de 66 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ/Apoio Institucional,0,Diariamente (de segunda a domingo),Sim,Em partes,"Conheço, mas não participei","Sim, em outros lugares",Moderadamente,Moderadamente,Muito,Muito,Seguro(a),"Não, continuo me sentindo seguro(a)",6.0,Carro,Bom,Bom,Bom,Bom,Regular,Regular,Regular,0,"Conheço, mas nunca utilizei",Bom,Ótimo,Bom,,0,0,Não sei opinar,Ótimo,Ótimo,Regular,0,Ruim,Regular,Bom,0,Ótimo,Ótimo,Ótimo,Regular,Bom,Regular,Péssimo,Bom,Bom,Bastante
De 36 a 45 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ/LEB,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Moderadamente,Moderadamente,Moderadamente,Pouco,Seguro(a),"Não, continuo me sentindo seguro(a)",20.0,Carro,Regular,Regular,Regular,Regular,Regular,Regular,Regular,0,"Conheço, mas nunca utilizei",Bom,Bom,Bom,,0,0,Bom,Bom,Bom,Regular,0,Ótimo,Ótimo,Ótimo,0,Regular,Ótimo,Bom,Regular,Bom,Ótimo,Bom,Regular,Bom,Bastante
De 46 a 55 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Moderadamente,Moderadamente,Muito,Não sei opinar,Muito seguro(a),Não frequento o Campus no período noturno,8.0,Carro,Bom,Não sei opinar,Não sei opinar,Bom,Bom,Péssimo,Péssimo,0,Conheço,Não sei opinar,Bom,Não sei opinar,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Péssimo,0,Bom,Bom,Não sei opinar,0,Ótimo,Ótimo,Ruim,Regular,Regular,Ótimo,Péssimo,Bom,Ótimo,Não sei responder
De 36 a 45 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ/LCA,0,Diariamente (de segunda a domingo),Sim,Não,"Conheço, mas não participei",Não,Moderadamente,Moderadamente,Moderadamente,Moderadamente,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",4.0,Carro,Regular,Ruim,Ruim,Ruim,Péssimo,Péssimo,Péssimo,0,Conheço,Regular,Regular,Regular,,0,0,Ruim,Péssimo,Péssimo,Péssimo,0,Regular,Péssimo,Regular,0,Ótimo,Bom,Ruim,Regular,Regular,Bom,Péssimo,Regular,Ruim,Pouco
De 36 a 45 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Não conheço,"Sim, no meu bairro/comunidade",Extremamente,Muito,Extremamente,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Carro,Regular,Bom,Não sei opinar,Bom,Bom,Não sei opinar,Bom,0,Não conheço,Ótimo,Regular,Não sei opinar,,0,0,Não sei opinar,Ruim,Ruim,Não sei opinar,0,Bom,Bom,Não sei opinar,0,Ótimo,Ótimo,Bom,Bom,Bom,Não sei opinar,Regular,Ótimo,Ótimo,Bastante
De 36 a 45 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,ESALQ/LFN,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, na instituição religiosa",Moderadamente,,,,Seguro(a),Não frequento o Campus no período noturno,6.0,Moto,Bom,Regular,Ruim,Regular,Ruim,Regular,Regular,0,Conheço,Ruim,Regular,Não sei opinar,,0,0,Ruim,Não sei opinar,Bom,Regular,0,Ruim,Ruim,Não sei opinar,0,Bom,Bom,Ruim,Péssimo,Bom,Bom,Ruim,Bom,Regular,Nenhum
De 36 a 45 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,ESALQ,0,Diariamente (de segunda a domingo),Sim,Não,Não conheço,Não,Pouco,Moderadamente,Moderadamente,Muito Pouco,Seguro(a),Não frequento o Campus no período noturno,1.0,Carro,Ruim,Regular,Ruim,Péssimo,Péssimo,Péssimo,Péssimo,0,"Conheço, mas nunca utilizei",Regular,Bom,Ruim,,0,0,Não sei opinar,Ruim,Ruim,Regular,0,Péssimo,Péssimo,Regular,0,Bom,Bom,Péssimo,Ruim,Ruim,Ruim,Péssimo,Ruim,Ruim,Pouco
De 46 a 55 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei","Sim, no meu bairro/comunidade",Muito,Moderadamente,Muito,Muito,Inseguro(a),Não frequento o Campus no período noturno,15.0,Carro,Regular,Regular,Regular,Bom,Regular,Ruim,Regular,0,Conheço,Bom,Regular,Regular,,0,0,Bom,Regular,Regular,Regular,0,Regular,Bom,Bom,0,Ótimo,Ótimo,Regular,Regular,Bom,Bom,Ruim,Regular,Ótimo,Nenhum
De 36 a 45 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,RUSP,0,Apenas em dias úteis (de segunda a sexta),Sim,Sim,"Conheço, mas não participei","Sim, em outros lugares",Muito,Moderadamente,Muito,Moderadamente,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",2.0,Carro,Regular,Ruim,Ruim,Regular,Regular,Ruim,Péssimo,0,Conheço,Ruim,Ruim,Ruim,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Ruim,0,Regular,Regular,Bom,0,Bom,Bom,Péssimo,Ruim,Péssimo,Péssimo,Péssimo,Ruim,Ruim,Bastante
De 56 a 65 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,"PUSP-LQ/Seção de Marcenaria, Carpintaria e Pintura",0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,Não,Muito,Muito,Muito,Muito,Seguro(a),"Não, continuo me sentindo seguro(a)",4.0,,Bom,Ruim,Bom,Bom,Regular,Bom,Regular,0,Conheço,Bom,Não sei opinar,Bom,,0,0,Bom,Bom,Bom,Bom,0,Bom,Não sei opinar,Bom,0,Bom,Não sei opinar,Bom,Regular,Bom,Bom,Regular,Bom,Regular,Não sei responder
De 46 a 55 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,CeTI-LQ/Diretoria,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Moderadamente,Moderadamente,Moderadamente,Pouco,Seguro(a),Não frequento o Campus no período noturno,7.0,Carro,Não sei opinar,Bom,Não sei opinar,Ótimo,Ótimo,Não sei opinar,Bom,0,Conheço,Ótimo,Ótimo,Não sei opinar,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,0,Ótimo,Ótimo,Ótimo,0,Ótimo,Ótimo,Ótimo,Bom,Ótimo,Ótimo,Não sei opinar,Ótimo,Ótimo,Nenhum
De 56 a 65 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,ESALQ/LCF,0,,Sim,Não,"Conheço, mas não participei","Sim, na instituição religiosa",Muito,Muito,Muito,Muito,Muito seguro(a),Não frequento o Campus no período noturno,120.0,Carro,Não sei opinar,Não sei opinar,Não sei opinar,Regular,Regular,Não sei opinar,Bom,0,Não conheço,,Ótimo,Não sei opinar,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,0,Regular,Bom,Ótimo,0,Ótimo,Bom,Não sei opinar,Não sei opinar,Não sei opinar,Bom,Não sei opinar,Regular,Não sei opinar,Pouco
De 56 a 65 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,ESALQ/LGN,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Extremamente,Muito,Muito,Moderadamente,Muito inseguro(a),"Não, continuo me sentindo seguro(a)",2.0,Carro,Bom,Bom,Bom,Ótimo,,Bom,Ótimo,0,"Conheço, mas nunca utilizei",Ótimo,Ótimo,Regular,,0,0,Ótimo,Ótimo,Ótimo,Ótimo,0,Regular,Bom,Bom,0,Ótimo,Bom,Ótimo,Bom,Bom,Ótimo,Ruim,Bom,Bom,Bastante
De 56 a 65 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ/Biblioteca,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, no meu bairro/comunidade",Muito,Muito,Muito,Muito,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",1.0,Carro,Regular,Ruim,Ruim,Regular,Ruim,Regular,Bom,0,Não conheço,Regular,Bom,Regular,,0,0,Bom,Não sei opinar,Não sei opinar,Regular,0,Péssimo,Péssimo,Regular,0,Regular,Não sei opinar,Regular,Não sei opinar,Não sei opinar,Ótimo,Péssimo,Péssimo,Regular,Pouco
De 56 a 65 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ/LCB,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Muito,Moderadamente,Muito,Pouco,Seguro(a),"Não, continuo me sentindo seguro(a)",5.0,Carro,Bom,Regular,Regular,Ruim,Péssimo,Regular,Regular,0,Conheço,Regular,Ruim,Ruim,,0,0,Bom,Bom,Bom,Regular,0,Regular,Regular,Regular,0,Ótimo,Regular,Regular,Ótimo,Bom,Bom,Ruim,Ruim,Regular,Pouco
De 36 a 45 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ/LCF,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Não conheço,Não,Moderadamente,Moderadamente,Moderadamente,Pouco,Muito inseguro(a),"Não, continuo me sentindo seguro(a)",8.0,Carro,Bom,Ruim,Regular,Ótimo,Ótimo,Ótimo,Péssimo,0,"Conheço, mas nunca utilizei",Regular,Regular,Péssimo,,0,0,Não sei opinar,Péssimo,Péssimo,Regular,0,Péssimo,Péssimo,Ruim,0,Ótimo,Ótimo,Regular,Bom,Ruim,Ótimo,Péssimo,Péssimo,Ruim,Bastante
De 56 a 65 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,ESALQ/açúcar e alcool,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Não conheço,Não,Moderadamente,Moderadamente,Moderadamente,Muito Pouco,Inseguro(a),"Não, continuo me sentindo seguro(a)",6.0,Carro,Bom,Ótimo,Bom,Ótimo,Ótimo,Regular,Péssimo,0,Não conheço,Ótimo,Ótimo,Não sei opinar,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Regular,0,Regular,Não sei opinar,Não sei opinar,0,Ótimo,Não sei opinar,Bom,Bom,Ótimo,Ótimo,Ruim,Bom,Ótimo,Nenhum
De 26 a 35 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,ESALQ,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Não conheço,Não,Moderadamente,Muito Pouco,Muito,Moderadamente,Muito seguro(a),Não frequento o Campus no período noturno,3.0,Carro,Bom,Bom,Bom,Ruim,,Péssimo,Bom,0,Não conheço,Ótimo,Ótimo,Não sei opinar,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Péssimo,0,Não sei opinar,Ótimo,Não sei opinar,0,Ótimo,Bom,Regular,Regular,Não sei opinar,Não sei opinar,Regular,Ótimo,Não sei opinar,Pouco
De 56 a 65 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,PUSP-LQ/Parque e Jardim,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Extremamente,Extremamente,Muito,Moderadamente,Muito seguro(a),Não frequento o Campus no período noturno,1.0,Moto,Não sei opinar,Bom,Regular,Ruim,Regular,Regular,Ruim,0,"Conheço, mas nunca utilizei",,Ótimo,,,0,0,Não sei opinar,Ótimo,Bom,Ótimo,0,Bom,Regular,Ótimo,0,Ótimo,Não sei opinar,Regular,Regular,Ótimo,Ótimo,Péssimo,Ótimo,Bom,Não sei responder
De 56 a 65 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ/SVPG,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Extremamente,Muito,Muito,Moderadamente,Muito seguro(a),Não frequento o Campus no período noturno,2.0,Carro,Regular,Regular,Não sei opinar,Ótimo,Bom,Não sei opinar,Bom,0,"Conheço, mas nunca utilizei",Bom,Ótimo,Não sei opinar,,0,0,Não sei opinar,Ótimo,Ótimo,Bom,0,Bom,Ótimo,Ótimo,0,Ótimo,Não sei opinar,Ótimo,Bom,Bom,Ótimo,Não sei opinar,Regular,Bom,Pouco
De 56 a 65 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,ESALQ/LZT,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Moderadamente,Moderadamente,Moderadamente,Moderadamente,Seguro(a),"Não, continuo me sentindo seguro(a)",10.0,Moto,Bom,Bom,Não sei opinar,Ruim,Péssimo,Regular,Péssimo,0,"Conheço, mas nunca utilizei",Ruim,Ruim,Péssimo,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,0,Regular,Não sei opinar,Ruim,0,Péssimo,Não sei opinar,Ruim,Não sei opinar,Não sei opinar,Péssimo,Péssimo,Não sei opinar,Péssimo,Bastante
Mais de 66 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ/LCA,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Moderadamente,Moderadamente,Moderadamente,Muito Pouco,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",3.0,Carro,Regular,Ruim,Regular,Regular,Péssimo,Regular,Regular,0,"Conheço, mas nunca utilizei",Regular,Bom,Bom,,0,0,Ótimo,Regular,Regular,Regular,0,Regular,Regular,Bom,0,Bom,Bom,Regular,Regular,Regular,Bom,Regular,Regular,Regular,Pouco
De 56 a 65 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,ESALQ/ATAD,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, no meu bairro/comunidade",Muito,Moderadamente,Muito,Moderadamente,Inseguro(a),Não frequento o Campus no período noturno,8.0,Carro,Bom,Bom,Bom,Regular,Ruim,Bom,Ótimo,0,Conheço,Ótimo,Bom,Regular,,0,0,Não sei opinar,Regular,Bom,Bom,0,Ruim,Bom,Não sei opinar,0,Bom,Bom,Ruim,Regular,Ruim,Bom,Regular,Bom,Ruim,Bastante
De 46 a 55 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ/LGN,0,Apenas em dias úteis (de segunda a sexta),Sim,Em partes,Conheço e já participei,Não,Moderadamente,Moderadamente,Moderadamente,Moderadamente,Seguro(a),Não frequento o Campus no período noturno,45.0,Carro,Bom,Não sei opinar,Não sei opinar,Bom,Bom,Regular,Bom,0,Conheço,Bom,Bom,Não sei opinar,,0,0,Bom,Não sei opinar,Não sei opinar,Regular,0,Péssimo,Péssimo,Bom,0,Bom,Bom,Regular,Regular,Péssimo,Péssimo,Péssimo,Péssimo,Péssimo,Pouco
De 26 a 35 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,Outro,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Extremamente,Extremamente,Extremamente,Moderadamente,Indiferente,"Sim, me sinto menos seguro(a) no Campus no período noturno",8.0,Carro,Regular,Ruim,Péssimo,Regular,Regular,Péssimo,Péssimo,0,Conheço,Regular,Ruim,Ruim,,0,0,Não sei opinar,Ruim,Ruim,Péssimo,0,Péssimo,Péssimo,Péssimo,0,Bom,Bom,Ruim,Regular,Regular,Bom,Péssimo,Péssimo,Bom,Bastante
